from_date,title,count
6/10/1989,Senior Staff,1
6/9/1989,Senior Staff,1
6/9/1989,Senior Engineer,1
6/7/1989,Senior Staff,1
6/6/1989,Senior Engineer,1
6/6/1989,Senior Staff,1
6/5/1989,Technique Leader,1
6/4/1989,Senior Staff,1
6/3/1989,Staff,1
6/2/1989,Technique Leader,1
6/2/1989,Senior Engineer,1
6/2/1989,Staff,1
6/2/1989,Senior Staff,4
6/1/1989,Senior Staff,1
5/31/1989,Senior Staff,1
5/31/1989,Senior Engineer,1
5/30/1989,Senior Staff,1
5/28/1989,Staff,1
5/28/1989,Senior Engineer,1
5/27/1989,Engineer,1
5/26/1989,Senior Engineer,1
5/25/1989,Staff,1
5/25/1989,Senior Engineer,1
5/23/1989,Technique Leader,2
5/22/1989,Senior Engineer,1
5/22/1989,Senior Staff,1
5/20/1989,Senior Staff,1
5/19/1989,Senior Engineer,1
5/18/1989,Senior Engineer,1
5/17/1989,Staff,2
5/17/1989,Senior Engineer,1
5/16/1989,Assistant Engineer,1
5/16/1989,Senior Staff,1
5/14/1989,Technique Leader,1
5/13/1989,Engineer,1
5/12/1989,Technique Leader,1
5/11/1989,Senior Engineer,2
5/10/1989,Senior Engineer,1
5/10/1989,Technique Leader,1
5/8/1989,Engineer,1
5/7/1989,Staff,1
5/5/1989,Senior Staff,1
5/3/1989,Senior Staff,1
5/3/1989,Technique Leader,1
5/2/1989,Engineer,2
5/2/1989,Assistant Engineer,1
5/2/1989,Senior Engineer,3
4/29/1989,Senior Engineer,1
4/28/1989,Senior Staff,1
4/28/1989,Technique Leader,1
4/27/1989,Senior Staff,1
4/26/1989,Senior Staff,2
4/26/1989,Technique Leader,1
4/25/1989,Engineer,1
4/25/1989,Technique Leader,1
4/24/1989,Technique Leader,1
4/23/1989,Senior Staff,1
4/23/1989,Senior Engineer,1
4/22/1989,Assistant Engineer,1
4/21/1989,Engineer,2
4/20/1989,Technique Leader,1
4/19/1989,Technique Leader,1
4/19/1989,Assistant Engineer,1
4/18/1989,Senior Staff,1
4/18/1989,Staff,1
4/17/1989,Engineer,1
4/17/1989,Senior Staff,1
4/17/1989,Senior Engineer,1
4/16/1989,Senior Staff,1
4/15/1989,Technique Leader,1
4/15/1989,Senior Staff,1
4/14/1989,Technique Leader,1
4/13/1989,Staff,1
4/12/1989,Senior Staff,1
4/12/1989,Engineer,1
4/11/1989,Engineer,1
4/9/1989,Senior Engineer,1
4/9/1989,Staff,1
4/9/1989,Senior Staff,1
4/8/1989,Senior Staff,2
4/7/1989,Senior Staff,1
4/7/1989,Senior Engineer,1
4/3/1989,Engineer,1
4/3/1989,Senior Staff,2
4/2/1989,Staff,1
3/31/1989,Senior Engineer,1
3/31/1989,Technique Leader,1
3/30/1989,Senior Engineer,2
3/29/1989,Senior Engineer,1
3/29/1989,Technique Leader,1
3/28/1989,Senior Staff,1
3/27/1989,Senior Engineer,2
3/26/1989,Senior Engineer,2
3/25/1989,Senior Staff,2
3/24/1989,Senior Engineer,1
3/24/1989,Staff,1
3/23/1989,Technique Leader,1
3/23/1989,Senior Staff,1
3/23/1989,Staff,1
3/22/1989,Staff,1
3/22/1989,Senior Staff,1
3/22/1989,Senior Engineer,1
3/21/1989,Engineer,1
3/21/1989,Technique Leader,1
3/20/1989,Senior Engineer,1
3/19/1989,Engineer,1
3/19/1989,Senior Staff,1
3/18/1989,Senior Staff,2
3/17/1989,Technique Leader,1
3/12/1989,Senior Staff,2
3/10/1989,Technique Leader,1
3/9/1989,Technique Leader,1
3/7/1989,Technique Leader,2
3/7/1989,Senior Engineer,1
3/6/1989,Senior Staff,1
3/6/1989,Engineer,1
3/4/1989,Senior Engineer,1
3/2/1989,Senior Engineer,1
3/1/1989,Staff,2
3/1/1989,Technique Leader,1
2/27/1989,Senior Staff,4
2/26/1989,Senior Engineer,1
2/26/1989,Senior Staff,1
2/25/1989,Senior Engineer,1
2/24/1989,Senior Staff,1
2/24/1989,Senior Engineer,1
2/23/1989,Senior Engineer,3
2/23/1989,Senior Staff,1
2/22/1989,Senior Engineer,1
2/21/1989,Senior Staff,1
2/17/1989,Senior Staff,1
2/16/1989,Senior Engineer,1
2/15/1989,Technique Leader,1
2/15/1989,Staff,1
2/14/1989,Senior Staff,1
2/14/1989,Senior Engineer,1
2/13/1989,Engineer,1
2/13/1989,Technique Leader,1
2/11/1989,Engineer,1
2/11/1989,Senior Engineer,2
2/10/1989,Senior Engineer,1
2/10/1989,Technique Leader,1
2/9/1989,Senior Engineer,3
2/8/1989,Senior Engineer,2
2/6/1989,Staff,1
2/6/1989,Senior Staff,2
2/3/1989,Senior Engineer,2
2/2/1989,Technique Leader,1
1/30/1989,Senior Engineer,1
1/30/1989,Technique Leader,1
1/30/1989,Senior Staff,1
1/29/1989,Senior Staff,1
1/28/1989,Senior Staff,1
1/28/1989,Senior Engineer,1
1/28/1989,Technique Leader,1
1/27/1989,Senior Engineer,1
1/25/1989,Technique Leader,1
1/23/1989,Senior Staff,1
1/22/1989,Senior Staff,1
1/22/1989,Senior Engineer,1
1/21/1989,Staff,1
1/21/1989,Engineer,2
1/20/1989,Senior Staff,1
1/17/1989,Senior Staff,1
1/16/1989,Senior Engineer,1
1/16/1989,Senior Staff,1
1/14/1989,Staff,1
1/14/1989,Senior Staff,3
1/13/1989,Senior Engineer,1
1/13/1989,Senior Staff,1
1/12/1989,Senior Engineer,1
1/12/1989,Senior Staff,1
1/12/1989,Technique Leader,1
1/10/1989,Senior Engineer,1
1/9/1989,Senior Engineer,2
1/9/1989,Senior Staff,1
1/9/1989,Technique Leader,1
1/8/1989,Staff,1
1/8/1989,Senior Staff,1
1/7/1989,Engineer,1
1/6/1989,Technique Leader,2
1/5/1989,Senior Staff,2
1/4/1989,Technique Leader,1
1/4/1989,Engineer,1
1/4/1989,Senior Engineer,1
1/4/1989,Staff,1
1/3/1989,Senior Staff,1
1/3/1989,Senior Engineer,2
1/2/1989,Technique Leader,1
1/2/1989,Senior Engineer,1
1/1/1989,Engineer,1
12/31/1988,Engineer,1
12/31/1988,Technique Leader,1
12/31/1988,Senior Engineer,1
12/30/1988,Senior Staff,1
12/30/1988,Assistant Engineer,1
12/30/1988,Engineer,1
12/30/1988,Technique Leader,1
12/29/1988,Senior Staff,1
12/29/1988,Staff,1
12/29/1988,Engineer,2
12/29/1988,Senior Engineer,3
12/28/1988,Technique Leader,1
12/28/1988,Senior Engineer,1
12/28/1988,Staff,1
12/27/1988,Senior Staff,1
12/26/1988,Senior Engineer,3
12/26/1988,Technique Leader,1
12/25/1988,Engineer,2
12/25/1988,Technique Leader,2
12/25/1988,Senior Staff,1
12/24/1988,Senior Engineer,2
12/24/1988,Senior Staff,3
12/23/1988,Senior Staff,2
12/23/1988,Senior Engineer,2
12/23/1988,Engineer,2
12/22/1988,Senior Engineer,5
12/22/1988,Staff,1
12/22/1988,Assistant Engineer,1
12/22/1988,Senior Staff,2
12/21/1988,Senior Staff,3
12/21/1988,Senior Engineer,3
12/20/1988,Senior Engineer,1
12/20/1988,Senior Staff,1
12/20/1988,Engineer,2
12/19/1988,Senior Staff,1
12/19/1988,Senior Engineer,4
12/18/1988,Technique Leader,3
12/18/1988,Engineer,1
12/18/1988,Senior Engineer,1
12/18/1988,Staff,1
12/17/1988,Technique Leader,3
12/17/1988,Engineer,3
12/17/1988,Staff,1
12/17/1988,Senior Engineer,3
12/16/1988,Technique Leader,1
12/16/1988,Senior Staff,2
12/16/1988,Senior Engineer,1
12/16/1988,Engineer,1
12/15/1988,Senior Engineer,2
12/15/1988,Senior Staff,2
12/15/1988,Engineer,1
12/15/1988,Technique Leader,1
12/14/1988,Senior Staff,1
12/14/1988,Senior Engineer,1
12/13/1988,Senior Engineer,1
12/13/1988,Senior Staff,2
12/13/1988,Staff,1
12/13/1988,Assistant Engineer,1
12/12/1988,Senior Engineer,2
12/12/1988,Senior Staff,2
12/12/1988,Assistant Engineer,1
12/11/1988,Senior Staff,5
12/11/1988,Technique Leader,1
12/10/1988,Technique Leader,1
12/10/1988,Senior Engineer,2
12/10/1988,Senior Staff,2
12/10/1988,Engineer,1
12/10/1988,Staff,1
12/9/1988,Staff,2
12/9/1988,Senior Engineer,2
12/9/1988,Technique Leader,1
12/9/1988,Senior Staff,3
12/8/1988,Engineer,1
12/8/1988,Senior Staff,2
12/8/1988,Senior Engineer,2
12/7/1988,Senior Engineer,2
12/7/1988,Engineer,3
12/6/1988,Staff,2
12/6/1988,Technique Leader,3
12/6/1988,Senior Engineer,1
12/6/1988,Senior Staff,3
12/5/1988,Technique Leader,1
12/5/1988,Staff,1
12/4/1988,Staff,1
12/4/1988,Senior Staff,1
12/4/1988,Senior Engineer,2
12/3/1988,Technique Leader,2
12/3/1988,Senior Engineer,1
12/3/1988,Engineer,2
12/3/1988,Senior Staff,2
12/2/1988,Senior Staff,3
12/2/1988,Technique Leader,1
12/1/1988,Staff,1
12/1/1988,Engineer,1
12/1/1988,Senior Staff,1
11/30/1988,Senior Staff,1
11/30/1988,Engineer,2
11/30/1988,Assistant Engineer,1
11/30/1988,Senior Engineer,2
11/29/1988,Senior Engineer,3
11/29/1988,Technique Leader,1
11/29/1988,Staff,1
11/29/1988,Engineer,3
11/29/1988,Senior Staff,3
11/28/1988,Technique Leader,2
11/28/1988,Senior Engineer,5
11/28/1988,Staff,1
11/28/1988,Senior Staff,2
11/27/1988,Staff,1
11/26/1988,Staff,1
11/26/1988,Senior Engineer,1
11/25/1988,Technique Leader,1
11/25/1988,Senior Engineer,1
11/25/1988,Staff,1
11/25/1988,Senior Staff,3
11/24/1988,Senior Staff,1
11/24/1988,Engineer,1
11/24/1988,Senior Engineer,2
11/23/1988,Senior Staff,2
11/23/1988,Senior Engineer,1
11/22/1988,Senior Staff,2
11/22/1988,Senior Engineer,1
11/22/1988,Staff,3
11/22/1988,Engineer,1
11/21/1988,Technique Leader,2
11/21/1988,Senior Staff,3
11/20/1988,Senior Staff,2
11/20/1988,Senior Engineer,2
11/20/1988,Staff,1
11/20/1988,Technique Leader,1
11/19/1988,Technique Leader,4
11/19/1988,Senior Engineer,3
11/19/1988,Senior Staff,1
11/19/1988,Engineer,1
11/18/1988,Technique Leader,1
11/18/1988,Senior Staff,2
11/18/1988,Staff,1
11/18/1988,Senior Engineer,1
11/18/1988,Engineer,1
11/17/1988,Engineer,2
11/17/1988,Technique Leader,2
11/17/1988,Senior Staff,2
11/17/1988,Senior Engineer,2
11/16/1988,Staff,1
11/16/1988,Technique Leader,1
11/16/1988,Senior Staff,1
11/15/1988,Engineer,1
11/15/1988,Staff,1
11/15/1988,Senior Engineer,1
11/14/1988,Senior Staff,3
11/14/1988,Technique Leader,1
11/14/1988,Senior Engineer,2
11/13/1988,Staff,2
11/13/1988,Assistant Engineer,1
11/13/1988,Senior Engineer,1
11/13/1988,Engineer,1
11/13/1988,Technique Leader,1
11/12/1988,Senior Engineer,2
11/12/1988,Technique Leader,1
11/12/1988,Senior Staff,4
11/11/1988,Technique Leader,2
11/11/1988,Staff,1
11/11/1988,Senior Engineer,1
11/10/1988,Senior Engineer,3
11/10/1988,Senior Staff,2
11/10/1988,Engineer,1
11/9/1988,Senior Staff,3
11/9/1988,Technique Leader,1
11/9/1988,Senior Engineer,1
11/9/1988,Engineer,1
11/8/1988,Technique Leader,1
11/8/1988,Senior Staff,2
11/8/1988,Staff,1
11/8/1988,Engineer,1
11/7/1988,Senior Engineer,2
11/7/1988,Staff,1
11/7/1988,Senior Staff,2
11/7/1988,Engineer,3
11/6/1988,Engineer,1
11/6/1988,Senior Staff,2
11/6/1988,Staff,1
11/6/1988,Senior Engineer,1
11/5/1988,Staff,1
11/4/1988,Senior Engineer,3
11/4/1988,Engineer,1
11/4/1988,Senior Staff,1
11/4/1988,Staff,1
11/3/1988,Senior Engineer,3
11/3/1988,Engineer,1
11/3/1988,Technique Leader,1
11/2/1988,Senior Staff,2
11/2/1988,Senior Engineer,2
11/1/1988,Senior Staff,1
11/1/1988,Senior Engineer,3
11/1/1988,Technique Leader,2
10/31/1988,Engineer,1
10/31/1988,Staff,1
10/31/1988,Technique Leader,2
10/31/1988,Senior Engineer,2
10/31/1988,Senior Staff,1
10/30/1988,Technique Leader,3
10/30/1988,Senior Engineer,1
10/30/1988,Senior Staff,2
10/30/1988,Staff,2
10/29/1988,Senior Engineer,3
10/29/1988,Senior Staff,3
10/28/1988,Technique Leader,1
10/28/1988,Senior Staff,2
10/28/1988,Staff,1
10/28/1988,Senior Engineer,2
10/27/1988,Technique Leader,2
10/27/1988,Staff,1
10/27/1988,Senior Engineer,2
10/27/1988,Senior Staff,1
10/26/1988,Technique Leader,1
10/26/1988,Staff,1
10/26/1988,Engineer,1
10/25/1988,Staff,1
10/25/1988,Senior Staff,1
10/25/1988,Senior Engineer,3
10/25/1988,Engineer,1
10/24/1988,Senior Engineer,1
10/24/1988,Engineer,1
10/24/1988,Senior Staff,4
10/23/1988,Staff,2
10/23/1988,Senior Engineer,3
10/23/1988,Technique Leader,1
10/23/1988,Senior Staff,2
10/22/1988,Senior Engineer,2
10/22/1988,Technique Leader,3
10/21/1988,Senior Staff,4
10/21/1988,Senior Engineer,1
10/20/1988,Senior Staff,1
10/20/1988,Senior Engineer,1
10/20/1988,Technique Leader,2
10/19/1988,Staff,1
10/19/1988,Senior Engineer,1
10/19/1988,Senior Staff,4
10/19/1988,Engineer,2
10/18/1988,Senior Staff,4
10/18/1988,Technique Leader,1
10/18/1988,Senior Engineer,4
10/17/1988,Staff,1
10/17/1988,Technique Leader,2
10/17/1988,Senior Engineer,1
10/17/1988,Engineer,1
10/17/1988,Senior Staff,3
10/16/1988,Staff,1
10/16/1988,Senior Engineer,1
10/16/1988,Technique Leader,1
10/16/1988,Senior Staff,1
10/15/1988,Technique Leader,2
10/15/1988,Senior Engineer,2
10/15/1988,Staff,2
10/15/1988,Senior Staff,4
10/14/1988,Senior Engineer,4
10/14/1988,Senior Staff,2
10/14/1988,Technique Leader,1
10/14/1988,Staff,3
10/13/1988,Staff,1
10/13/1988,Engineer,2
10/13/1988,Senior Engineer,5
10/13/1988,Senior Staff,1
10/12/1988,Engineer,2
10/12/1988,Senior Engineer,1
10/11/1988,Senior Staff,2
10/11/1988,Senior Engineer,2
10/11/1988,Technique Leader,1
10/10/1988,Engineer,1
10/10/1988,Staff,1
10/10/1988,Senior Staff,2
10/9/1988,Senior Engineer,3
10/9/1988,Staff,2
10/9/1988,Technique Leader,1
10/8/1988,Senior Staff,1
10/8/1988,Technique Leader,2
10/7/1988,Technique Leader,2
10/7/1988,Staff,1
10/7/1988,Engineer,3
10/7/1988,Senior Staff,1
10/6/1988,Senior Staff,2
10/6/1988,Engineer,2
10/6/1988,Technique Leader,3
10/5/1988,Staff,1
10/5/1988,Senior Staff,2
10/5/1988,Technique Leader,1
10/5/1988,Senior Engineer,2
10/4/1988,Senior Engineer,3
10/4/1988,Engineer,2
10/3/1988,Staff,1
10/3/1988,Senior Engineer,3
10/3/1988,Senior Staff,1
10/1/1988,Senior Staff,3
10/1/1988,Senior Engineer,2
10/1/1988,Technique Leader,1
9/30/1988,Senior Engineer,4
9/30/1988,Assistant Engineer,1
9/29/1988,Staff,1
9/29/1988,Senior Engineer,2
9/29/1988,Engineer,1
9/29/1988,Technique Leader,1
9/28/1988,Senior Staff,2
9/28/1988,Senior Engineer,4
9/28/1988,Technique Leader,1
9/27/1988,Engineer,1
9/27/1988,Senior Engineer,1
9/27/1988,Staff,2
9/27/1988,Senior Staff,1
9/26/1988,Staff,1
9/26/1988,Engineer,1
9/26/1988,Senior Engineer,3
9/26/1988,Senior Staff,3
9/26/1988,Assistant Engineer,1
9/25/1988,Senior Staff,4
9/25/1988,Technique Leader,2
9/24/1988,Senior Staff,3
9/23/1988,Technique Leader,1
9/23/1988,Senior Engineer,2
9/23/1988,Staff,2
9/22/1988,Senior Staff,2
9/22/1988,Engineer,1
9/22/1988,Staff,1
9/22/1988,Senior Engineer,1
9/21/1988,Senior Engineer,1
9/21/1988,Engineer,1
9/20/1988,Technique Leader,2
9/20/1988,Senior Staff,1
9/19/1988,Senior Engineer,2
9/19/1988,Senior Staff,2
9/18/1988,Senior Staff,2
9/18/1988,Staff,2
9/18/1988,Senior Engineer,2
9/17/1988,Engineer,1
9/17/1988,Senior Engineer,2
9/16/1988,Senior Engineer,3
9/16/1988,Staff,1
9/15/1988,Senior Engineer,1
9/15/1988,Technique Leader,2
9/15/1988,Staff,1
9/15/1988,Engineer,1
9/14/1988,Senior Staff,1
9/14/1988,Staff,1
9/14/1988,Senior Engineer,1
9/14/1988,Engineer,1
9/13/1988,Staff,2
9/13/1988,Senior Staff,1
9/13/1988,Technique Leader,1
9/12/1988,Senior Engineer,1
9/12/1988,Engineer,1
9/12/1988,Senior Staff,2
9/12/1988,Staff,1
9/11/1988,Senior Engineer,5
9/11/1988,Staff,1
9/10/1988,Senior Staff,1
9/10/1988,Senior Engineer,5
9/10/1988,Engineer,1
9/10/1988,Technique Leader,1
9/9/1988,Senior Engineer,2
9/9/1988,Technique Leader,1
9/9/1988,Senior Staff,1
9/9/1988,Engineer,1
9/8/1988,Staff,1
9/8/1988,Senior Staff,1
9/8/1988,Senior Engineer,1
9/8/1988,Technique Leader,1
9/7/1988,Senior Engineer,3
9/7/1988,Senior Staff,1
9/6/1988,Technique Leader,3
9/6/1988,Staff,1
9/6/1988,Engineer,2
9/5/1988,Senior Engineer,2
9/5/1988,Engineer,1
9/5/1988,Technique Leader,1
9/5/1988,Staff,1
9/4/1988,Senior Staff,2
9/4/1988,Engineer,1
9/4/1988,Senior Engineer,4
9/3/1988,Senior Engineer,1
9/3/1988,Staff,1
9/3/1988,Senior Staff,2
9/3/1988,Technique Leader,3
9/2/1988,Senior Staff,1
9/2/1988,Staff,1
9/2/1988,Engineer,1
9/2/1988,Technique Leader,1
9/1/1988,Senior Engineer,1
9/1/1988,Engineer,1
9/1/1988,Senior Staff,4
9/1/1988,Technique Leader,1
8/31/1988,Staff,2
8/31/1988,Senior Staff,2
8/30/1988,Engineer,1
8/30/1988,Technique Leader,5
8/30/1988,Senior Engineer,3
8/29/1988,Technique Leader,1
8/29/1988,Senior Staff,3
8/29/1988,Senior Engineer,1
8/28/1988,Assistant Engineer,1
8/28/1988,Technique Leader,2
8/28/1988,Senior Engineer,1
8/28/1988,Senior Staff,2
8/27/1988,Senior Staff,2
8/27/1988,Technique Leader,1
8/27/1988,Engineer,1
8/26/1988,Senior Engineer,1
8/26/1988,Technique Leader,1
8/26/1988,Staff,1
8/26/1988,Engineer,1
8/25/1988,Engineer,1
8/25/1988,Senior Engineer,2
8/24/1988,Engineer,1
8/24/1988,Senior Engineer,3
8/24/1988,Senior Staff,1
8/24/1988,Technique Leader,1
8/24/1988,Staff,1
8/23/1988,Senior Staff,1
8/23/1988,Senior Engineer,1
8/23/1988,Engineer,1
8/22/1988,Technique Leader,2
8/22/1988,Senior Staff,3
8/22/1988,Engineer,1
8/22/1988,Senior Engineer,2
8/21/1988,Senior Engineer,2
8/21/1988,Senior Staff,3
8/21/1988,Technique Leader,2
8/20/1988,Engineer,1
8/20/1988,Senior Staff,2
8/20/1988,Technique Leader,1
8/20/1988,Senior Engineer,1
8/19/1988,Senior Engineer,1
8/19/1988,Technique Leader,1
8/19/1988,Staff,2
8/18/1988,Engineer,1
8/18/1988,Senior Staff,2
8/18/1988,Senior Engineer,1
8/17/1988,Staff,1
8/17/1988,Senior Staff,2
8/17/1988,Engineer,1
8/17/1988,Senior Engineer,3
8/16/1988,Senior Staff,1
8/16/1988,Engineer,2
8/16/1988,Staff,2
8/16/1988,Senior Engineer,4
8/15/1988,Senior Staff,1
8/15/1988,Engineer,2
8/15/1988,Senior Engineer,2
8/14/1988,Senior Engineer,2
8/14/1988,Staff,3
8/14/1988,Senior Staff,4
8/13/1988,Staff,1
8/13/1988,Senior Staff,2
8/13/1988,Engineer,1
8/13/1988,Senior Engineer,2
8/12/1988,Senior Staff,1
8/12/1988,Engineer,1
8/11/1988,Senior Engineer,3
8/11/1988,Engineer,1
8/10/1988,Technique Leader,2
8/10/1988,Engineer,1
8/10/1988,Senior Staff,1
8/10/1988,Senior Engineer,4
8/10/1988,Staff,2
8/9/1988,Technique Leader,1
8/9/1988,Staff,2
8/9/1988,Senior Engineer,1
8/8/1988,Staff,1
8/8/1988,Senior Engineer,4
8/7/1988,Engineer,2
8/7/1988,Technique Leader,1
8/7/1988,Senior Staff,1
8/6/1988,Staff,2
8/6/1988,Senior Staff,1
8/6/1988,Technique Leader,1
8/6/1988,Engineer,1
8/6/1988,Senior Engineer,2
8/5/1988,Senior Staff,3
8/5/1988,Engineer,1
8/5/1988,Senior Engineer,1
8/5/1988,Staff,3
8/4/1988,Assistant Engineer,1
8/4/1988,Senior Engineer,2
8/4/1988,Senior Staff,2
8/4/1988,Engineer,1
8/3/1988,Staff,2
8/3/1988,Technique Leader,3
8/3/1988,Assistant Engineer,1
8/3/1988,Senior Staff,1
8/3/1988,Senior Engineer,3
8/2/1988,Senior Engineer,4
8/2/1988,Senior Staff,2
8/2/1988,Technique Leader,2
8/2/1988,Assistant Engineer,1
8/1/1988,Senior Staff,2
7/31/1988,Senior Engineer,1
7/31/1988,Senior Staff,1
7/30/1988,Senior Staff,1
7/30/1988,Staff,1
7/30/1988,Senior Engineer,2
7/29/1988,Senior Staff,2
7/29/1988,Senior Engineer,1
7/29/1988,Engineer,1
7/29/1988,Technique Leader,1
7/28/1988,Senior Engineer,1
7/28/1988,Senior Staff,3
7/28/1988,Staff,2
7/27/1988,Senior Staff,1
7/27/1988,Engineer,2
7/27/1988,Senior Engineer,1
7/26/1988,Staff,3
7/26/1988,Technique Leader,2
7/26/1988,Senior Engineer,1
7/25/1988,Engineer,2
7/25/1988,Technique Leader,2
7/25/1988,Senior Staff,3
7/24/1988,Staff,2
7/24/1988,Senior Engineer,4
7/24/1988,Engineer,1
7/24/1988,Senior Staff,3
7/23/1988,Senior Engineer,2
7/23/1988,Senior Staff,1
7/23/1988,Engineer,1
7/23/1988,Technique Leader,1
7/22/1988,Technique Leader,1
7/22/1988,Staff,2
7/22/1988,Senior Staff,3
7/22/1988,Senior Engineer,3
7/21/1988,Staff,1
7/21/1988,Senior Engineer,2
7/20/1988,Technique Leader,1
7/20/1988,Senior Engineer,2
7/19/1988,Staff,1
7/19/1988,Engineer,1
7/19/1988,Senior Engineer,1
7/18/1988,Senior Engineer,1
7/18/1988,Assistant Engineer,2
7/18/1988,Senior Staff,3
7/17/1988,Technique Leader,1
7/17/1988,Engineer,1
7/17/1988,Senior Engineer,1
7/16/1988,Staff,1
7/16/1988,Technique Leader,1
7/15/1988,Senior Engineer,1
7/15/1988,Engineer,1
7/15/1988,Assistant Engineer,1
7/15/1988,Senior Staff,2
7/15/1988,Staff,1
7/14/1988,Senior Engineer,4
7/14/1988,Technique Leader,1
7/13/1988,Assistant Engineer,1
7/13/1988,Staff,2
7/13/1988,Engineer,2
7/12/1988,Engineer,2
7/12/1988,Technique Leader,1
7/12/1988,Senior Staff,2
7/12/1988,Senior Engineer,3
7/12/1988,Staff,1
7/11/1988,Senior Engineer,3
7/11/1988,Senior Staff,5
7/10/1988,Senior Staff,2
7/10/1988,Senior Engineer,4
7/9/1988,Senior Staff,1
7/9/1988,Staff,2
7/9/1988,Engineer,1
7/9/1988,Senior Engineer,3
7/8/1988,Senior Engineer,1
7/8/1988,Senior Staff,1
7/8/1988,Staff,1
7/8/1988,Technique Leader,1
7/7/1988,Staff,3
7/7/1988,Senior Engineer,2
7/7/1988,Senior Staff,2
7/6/1988,Technique Leader,1
7/6/1988,Senior Engineer,3
7/6/1988,Staff,1
7/5/1988,Technique Leader,1
7/5/1988,Senior Staff,1
7/4/1988,Technique Leader,1
7/4/1988,Senior Staff,2
7/4/1988,Senior Engineer,1
7/4/1988,Assistant Engineer,1
7/3/1988,Staff,1
7/3/1988,Senior Staff,1
7/3/1988,Senior Engineer,3
7/2/1988,Engineer,1
7/2/1988,Technique Leader,1
7/2/1988,Senior Engineer,3
7/1/1988,Senior Engineer,2
7/1/1988,Technique Leader,1
7/1/1988,Engineer,2
6/30/1988,Senior Staff,2
6/30/1988,Technique Leader,1
6/30/1988,Engineer,4
6/30/1988,Senior Engineer,2
6/29/1988,Engineer,1
6/29/1988,Staff,1
6/29/1988,Senior Staff,1
6/28/1988,Technique Leader,1
6/28/1988,Staff,1
6/28/1988,Senior Engineer,1
6/28/1988,Senior Staff,2
6/27/1988,Senior Staff,2
6/27/1988,Senior Engineer,6
6/26/1988,Senior Engineer,3
6/26/1988,Staff,1
6/25/1988,Senior Engineer,2
6/25/1988,Assistant Engineer,1
6/25/1988,Senior Staff,3
6/24/1988,Technique Leader,1
6/24/1988,Senior Engineer,3
6/24/1988,Senior Staff,1
6/24/1988,Staff,1
6/23/1988,Senior Engineer,2
6/23/1988,Senior Staff,1
6/23/1988,Technique Leader,1
6/22/1988,Technique Leader,1
6/22/1988,Senior Engineer,2
6/22/1988,Senior Staff,1
6/21/1988,Engineer,1
6/21/1988,Technique Leader,1
6/21/1988,Senior Staff,1
6/21/1988,Senior Engineer,6
6/20/1988,Senior Staff,2
6/20/1988,Engineer,1
6/19/1988,Senior Engineer,3
6/19/1988,Technique Leader,2
6/19/1988,Senior Staff,1
6/18/1988,Senior Staff,1
6/18/1988,Senior Engineer,2
6/18/1988,Technique Leader,3
6/18/1988,Engineer,2
6/18/1988,Staff,1
6/17/1988,Senior Staff,1
6/17/1988,Staff,1
6/17/1988,Senior Engineer,1
6/17/1988,Engineer,2
6/16/1988,Senior Engineer,4
6/16/1988,Technique Leader,1
6/16/1988,Engineer,1
6/15/1988,Senior Engineer,3
6/14/1988,Senior Engineer,4
6/14/1988,Technique Leader,2
6/13/1988,Engineer,1
6/13/1988,Senior Engineer,3
6/13/1988,Technique Leader,1
6/13/1988,Senior Staff,3
6/13/1988,Staff,1
6/12/1988,Assistant Engineer,1
6/12/1988,Engineer,1
6/12/1988,Senior Staff,3
6/12/1988,Senior Engineer,1
6/11/1988,Senior Staff,1
6/11/1988,Engineer,1
6/11/1988,Technique Leader,1
6/11/1988,Senior Engineer,2
6/11/1988,Staff,1
6/10/1988,Senior Staff,2
6/10/1988,Technique Leader,1
6/10/1988,Engineer,1
6/10/1988,Senior Engineer,1
6/9/1988,Senior Staff,3
6/9/1988,Technique Leader,3
6/8/1988,Senior Engineer,2
6/8/1988,Engineer,3
6/7/1988,Senior Staff,1
6/7/1988,Staff,1
6/7/1988,Senior Engineer,3
6/6/1988,Senior Engineer,3
6/6/1988,Technique Leader,1
6/6/1988,Senior Staff,3
6/6/1988,Staff,1
6/5/1988,Senior Engineer,2
6/5/1988,Senior Staff,4
6/5/1988,Technique Leader,1
6/4/1988,Staff,1
6/4/1988,Technique Leader,2
6/4/1988,Senior Engineer,1
6/3/1988,Staff,1
6/3/1988,Senior Staff,2
6/3/1988,Senior Engineer,3
6/3/1988,Technique Leader,1
6/2/1988,Staff,2
6/2/1988,Senior Engineer,1
6/2/1988,Engineer,1
6/1/1988,Senior Staff,4
6/1/1988,Senior Engineer,2
5/31/1988,Senior Engineer,4
5/31/1988,Senior Staff,1
5/31/1988,Staff,1
5/30/1988,Senior Engineer,1
5/30/1988,Senior Staff,2
5/29/1988,Staff,1
5/29/1988,Engineer,2
5/29/1988,Senior Engineer,3
5/28/1988,Senior Staff,3
5/28/1988,Senior Engineer,1
5/28/1988,Engineer,1
5/27/1988,Senior Staff,2
5/27/1988,Senior Engineer,3
5/27/1988,Staff,1
5/26/1988,Technique Leader,1
5/26/1988,Assistant Engineer,1
5/26/1988,Engineer,1
5/26/1988,Senior Staff,1
5/26/1988,Senior Engineer,1
5/25/1988,Senior Engineer,5
